date, pm25, pm10, o3, no2, so2, co
2015/10/8, 29, 43, 25, 15, 1, 3
2015/10/9, 53, 17, 22, 5, 1, 2
2015/10/10, 21, 21, 30, 7, 1, 4
2015/10/11, 31, 31, 31, 16, 2, 3
2015/10/12, 47, 58, 28, 34, 3, 7
2015/10/13, 92, 115, 24, 52, 10, 22
2015/10/14, 187, 98, 47, 45, 6, 15
2015/10/15, 187, 162, 62, 60, 12, 21
2015/10/16, 279, 250, 21, 71, 9, 25
2015/10/17, 377, 56, 10, 24, 5, 9
2015/10/18, 140, 69, 13, 23, 4, 6
2015/10/19, 118, 90, 3, 34, 7, 13
2015/10/20, 150, 59, 13, 19, 1, 8
2015/10/21, 133, 54, 11, 22, , 7
2015/10/22, 94, 53, 20, 25, 1, 7
2015/10/23, 132, 63, 22, 24, 4, 10
2015/10/24, 142, 53, 11, 25, 4, 6
2015/10/25, 87, 66, 20, 12, 1, 4
2015/10/26, 92, 46, 20, 17, , 5
2015/10/27, 60, 23, 25, 10, 1, 2
2015/10/28, 33, 25, 24, 9, , 2
2015/10/29, 32, 44, 17, 20, 2, 5
2015/10/30, 75, 58, 17, 25, 3, 7
2015/10/31, 111, 77, 15, 33, 4, 9
2015/11/1, 152, 84, 16, 39, 5, 13
2015/11/2, 164, 125, 29, 45, 10, 20
2015/11/3, 212, 142, 8, 56, 10, 19
2015/11/4, 261, , 8, 29, 6, 10
2015/11/5, 175, , 17, 12, 1, 4
2015/11/6, 59, 18, 18, 12, 1, 4
2015/11/7, 50, 69, 14, 20, 1, 7
2015/11/8, 128, 100, 3, 25, 1, 14
2015/11/9, 189, 102, 3, 24, 3, 15
2015/11/10, 195, 82, 3, 25, 2, 16
2015/11/11, 181, 120, 1, 25, 5, 23
2015/11/12, 219, 141, 3, 31, 13, 27
2015/11/13, 249, , 5, 34, 13, 28
2015/11/14, 316, 154, 14, 32, 11, 29
2015/11/15, 276, 61, 7, 21, 6, 12
2015/11/16, 134, 68, 8, 21, 5, 11
2015/11/17, 132, 56, 5, 19, 5, 9
2015/11/18, 145, , 1, 19, 3, 13
2015/11/19, 160, , 1, 19, 10, 20
2015/11/20, 144, , 1, 18, 6, 18
2015/11/21, 116, , 13, 15, 5, 10
2015/11/22, 124, , 18, 14, 6, 5
2015/11/23, 80, 32, 15, 23, 3, 6
2015/11/24, 82, 15, 22, 18, 5, 9
2015/11/25, 106, 39, 25, 12, 4, 7
2015/11/26, 73, 148, 3, 41, 18, 27
2015/11/27, 290, 251, 3, 46, 26, 38
2015/11/28, 343, 267, 7, 50, 26, 44
2015/11/29, 319, 472, 2, 64, 14, 58
2015/11/30, 441, , 1, 57, 22, 70
2015/12/1, 504, 5, 20, 8, 1, 3
2015/12/2, 33, 12, 19, 7, 2, 3
2015/12/3, 40, 57, 18, 18, 5, 7
2015/12/4, 67, 64, 16, 26, 9, 12
2015/12/5, 114, 116, 2, 41, 20, 27
2015/12/6, 215, 121, 3, 41, 24, 28
2015/12/7, 228, 170, 1, 41, 13, 35
2015/12/8, 294, , 3, 44, 27, 32
2015/12/9, 323, , 23, 24, 10, 16
2015/12/10, 164, 60, 13, 24, 7, 9
2015/12/11, 105, 129, 5, 37, 14, 25
2015/12/12, 213, 150, 5, 43, 23, 35
2015/12/13, 251, , 20, 27, 8, 18
2015/12/14, 184, 10, 21, 7, 1, 3
2015/12/15, 27, 14, 16, 7, 1, 3
2015/12/16, 26, 54, 9, 23, 7, 10
2015/12/17, 115, 61, 10, 28, 9, 16
2015/12/18, 132, 102, 3, 38, 18, 27
2015/12/19, 198, 156, 2, 45, 18, 35
2015/12/20, 268, 208, 3, 47, 15, 34
2015/12/21, 289, 317, 1, 49, 21, 50
2015/12/22, 369, 225, 12, 48, 12, 41
2015/12/23, 335, 160, 17, 31, 7, 15
2015/12/24, 175, 452, 2, 63, 9, 66
2015/12/25, 545, 341, 3, 43, 5, 40
2015/12/26, 323, 77, 5, 23, 6, 9
2015/12/27, 118, 93, 4, 32, 10, 16
2015/12/28, 183, 243, 3, 54, 20, 39
2015/12/29, 353, 160, 23, 23, 6, 12
2015/12/30, 109, 71, 6, 30, 6, 13
2015/12/31, 123, , , , , 
2016/1/3, 236, , , , , 
2015/7/1, 70, 19, 38, 13, 2, 3
2015/7/2, 33, 53, 81, 17, 6, 10
2015/7/3, 83, 46, 37, 19, 3, 6
2015/7/4, 89, 62, 103, 21, 5, 10
2015/7/5, 157, 59, 99, 15, 6, 10
2015/7/6, 154, 66, 98, 16, 4, 9
2015/7/7, 157, 85, 107, 17, 4, 11
2015/7/8, 196, 66, 103, 18, 6, 8
2015/7/9, 157, 62, 90, 13, 4, 6
2015/7/10, 130, 86, 100, 16, 5, 11
2015/7/11, 182, 116, 127, 20, 2, 9
2015/7/12, 189, 67, 124, 20, 1, 6
2015/7/13, 130, 67, 98, 15, 3, 6
2015/7/14, 113, 54, 43, 21, 2, 7
2015/7/15, 108, 47, 37, 13, 1, 7
2015/7/16, 119, 60, 32, 17, 2, 8
2015/7/17, 107, 74, 50, 14, 1, 8
2015/7/18, 139, 71, 42, 17, , 9
2015/7/19, 164, 66, 59, 16, , 9
2015/7/20, 172, 76, 66, 15, , 10
2015/7/21, 205, 51, 72, 16, 1, 7
2015/7/22, 149, 57, 60, 23, , 8
2015/7/23, 132, 64, 75, 25, 2, 9
2015/7/24, 147, 79, 99, 19, , 11
2015/7/25, 174, 92, 109, 13, 1, 10
2015/7/26, 191, 73, 81, 15, 1, 8
2015/7/27, 153, 60, 79, 12, , 7
2015/7/28, 140, 82, 84, 17, , 9
2015/7/29, 178, 60, 35, 11, 3, 8
2015/7/30, 124, 37, 61, 7, , 4
2015/7/31, 78, 66, 38, 18, 1, 12
2015/8/1, 159, 70, 64, 7, 1, 10
2015/8/2, 157, 44, 26, 12, 4, 11
2015/8/3, 140, 31, 72, 16, 1, 3
2015/8/4, 63, 78, 74, 21, 1, 9
2015/8/5, 164, 60, 78, 13, 1, 7
2015/8/6, 113, 77, 64, 15, 2, 10
2015/8/7, 168, 54, 82, 16, , 6
2015/8/8, 119, 68, 106, 17, 1, 7
2015/8/9, 142, 59, 70, 19, , 6
2015/8/10, 116, 91, 110, 16, 4, 14
2015/8/11, 175, 89, 100, 15, 1, 9
2015/8/12, 166, 108, 124, 18, 5, 10
2015/8/13, 188, 66, 43, 14, 2, 7
2015/8/14, 121, 51, 56, 18, 1, 4
2015/8/15, 81, 69, 123, 20, 3, 6
2015/8/16, 103, 87, 98, 16, 5, 9
2015/8/17, 163, 66, 59, 15, 1, 7
2015/8/18, 123, 58, 66, 18, 1, 7
2015/8/19, 143, 47, 71, 12, 1, 5
2015/8/20, 101, 30, 66, 11, 1, 3
2015/8/21, 51, 32, 40, 10, 5, 4
2015/8/22, 51, 30, 39, 11, 4, 7
2015/8/23, 79, 22, 40, 9, , 4
2015/8/24, 51, 26, 38, 13, 1, 4
2015/8/25, 59, 21, 44, 11, , 3
2015/8/26, 47, 20, 43, 11, , 3
2015/8/27, 44, 34, 51, 13, 2, 4
2015/8/28, 59, 42, 78, 10, 1, 5
2015/8/29, 85, 41, 33, 12, 1, 9
2015/8/30, 88, 34, 30, 14, , 7
2015/8/31, 96, 22, 24, 9, , 5
2015/9/1, 44, 15, 34, 9, , 3
2015/9/2, 37, 28, 53, 10, , 4
2015/9/3, 52, 60, 30, 13, 1, 15
2015/9/4, 137, 21, 33, 9, 1, 6
2015/9/5, 66, 33, 46, 13, 1, 4
2015/9/6, 65, 40, 58, 20, 1, 6
2015/9/7, 84, 67, 72, 26, 4, 8
2015/9/8, 140, 53, 30, 23, 1, 8
2015/9/9, 111, 13, 15, 14, 1, 3
2015/9/10, 41, 19, 27, 11, 1, 3
2015/9/11, 41, 16, 28, 11, 1, 2
2015/9/12, 32, 43, 41, 19, 1, 4
2015/9/13, 70, 85, 66, 28, 6, 8
2015/9/14, 153, 90, 99, 31, 9, 10
2015/9/15, 178, 99, 66, 37, 5, 10
2015/9/16, 195, 113, 78, 39, 7, 12
2015/9/17, 208, 85, 41, 27, 2, 8
2015/9/18, 161, 38, 47, 24, 1, 6
2015/9/19, 72, 86, 67, 23, 6, 9
2015/9/20, 172, 89, 88, 31, 10, 10
2015/9/21, 169, 109, 42, 29, 10, 13
2015/9/22, 202, 42, 37, 21, , 6
2015/9/23, 94, 98, 49, 31, 2, 11
2015/9/24, 184, 24, 30, 18, 1, 4
2015/9/25, 71, 55, 59, 22, 4, 6
2015/9/26, 97, 70, 48, 28, 2, 7
2015/9/27, 133, 54, 20, 22, 3, 11
2015/9/28, 127, 56, 6, 23, 2, 14
2015/9/29, 124, 38, 21, 18, 1, 6
2015/9/30, 86, 29, 26, 10, , 3
2015/4/1, 136, 34, 35, 11, 2, 7
2015/4/2, 114, 36, 43, 12, 3, 5
2015/4/3, 87, 65, 53, 14, 3, 6
2015/4/4, 141, 89, 36, 15, 3, 5
2015/4/5, 117, 39, 31, 6, 1, 2
2015/4/6, 72, 40, 33, 10, 1, 3
2015/4/7, 77, 98, 36, 19, 6, 8
2015/4/8, 174, 130, 47, 27, 11, 11
2015/4/9, 221, 129, 51, 32, 6, 11
2015/4/10, 241, 100, 50, 22, 11, 17
2015/4/11, 218, 26, 32, 6, 1, 2
2015/4/12, 50, 28, 46, 8, 1, 3
2015/4/13, 82, 75, 42, 25, 2, 6
2015/4/14, 150, 235, 42, 36, 8, 9
2015/4/15, 180, 111, 38, 5, 3, 1
2015/4/16, 76, 115, 39, 24, 9, 6
2015/4/17, 171, 166, 39, 47, 17, 14
2015/4/18, 207, 80, 39, 15, 3, 7
2015/4/19, 154, 76, 50, 20, 4, 7
2015/4/20, 151, 91, 39, 19, 5, 5
2015/4/21, 141, 49, 54, 22, 5, 7
2015/4/22, 122, 61, 35, 25, 9, 6
2015/4/23, 140, 82, 54, 20, 5, 6
2015/4/24, 137, 105, 81, 33, 9, 8
2015/4/25, 156, 116, 101, 23, 14, 9
2015/4/26, 176, 92, 81, 21, 7, 8
2015/4/27, 163, 54, 52, 19, 3, 6
2015/4/28, 123, 87, 87, 23, 9, 14
2015/4/29, 184, 86, 96, 19, 7, 9
2015/4/30, 178, 90, 33, 24, 11, 11
2015/5/1, 194, 50, 59, 13, 1, 4
2015/5/2, 116, 78, 40, 11, 1, 4
2015/5/3, 101, 49, 45, 9, 3, 2
2015/5/4, 58, 77, 40, 18, 5, 4
2015/5/5, 129, 55, 38, 12, 3, 2
2015/5/6, 71, 86, 50, 15, 4, 5
2015/5/7, 125, 70, 47, 18, 6, 7
2015/5/8, 123, 42, 25, 14, 4, 7
2015/5/9, 96, 41, 13, 21, 3, 10
2015/5/10, 102, 12, 34, 14, 1, 6
2015/5/11, 84, 35, 42, 21, 1, 4
2015/5/12, 60, 88, 82, 38, 3, 9
2015/5/13, 153, 66, 43, 13, 2, 3
2015/5/14, 71, 37, 47, 13, 1, 3
2015/5/15, 77, 71, 83, 20, 5, 6
2015/5/16, 149, 108, 73, 19, 11, 10
2015/5/17, 202, 55, 42, 16, 1, 6
2015/5/18, 133, 45, 37, 5, 1, 1
2015/5/19, 54, 31, 44, 7, 2, 2
2015/5/20, 81, 63, 59, 19, 2, 4
2015/5/21, 92, 63, 87, 21, 5, 6
2015/5/22, 132, 84, 111, 25, 9, 8
2015/5/23, 170, 93, 110, 28, 10, 10
2015/5/24, 186, 92, 131, 20, 16, 9
2015/5/25, 175, 85, 116, 14, 16, 7
2015/5/26, 170, 79, 105, 13, 7, 7
2015/5/27, 157, 86, 95, 15, 13, 10
2015/5/28, 180, 61, 68, 21, 4, 8
2015/5/29, 147, 58, 95, 19, 4, 7
2015/5/30, 146, 64, 104, 20, 9, 7
2015/5/31, 144, 96, 104, 22, 9, 9
2015/6/1, 172, 51, 40, 12, 6, 7
2015/6/2, 83, 63, 52, 18, 3, 4
2015/6/3, 92, 65, 31, 25, 4, 30
2015/6/4, 141, 60, 75, 22, 3, 52
2015/6/5, 136, 53, 63, 14, 1, 32
2015/6/6, 97, 26, 34, 16, , 31
2015/6/7, 61, 25, 49, 13, 1, 3
2015/6/8, 75, 62, 91, 27, 10, 10
2015/6/9, 139, 59, 45, 18, 1, 10
2015/6/10, 157, 25, 37, 12, 3, 7
2015/6/11, 82, 20, 38, 12, 2, 2
2015/6/12, 35, 21, 53, 8, 2, 3
2015/6/13, 45, 32, 70, 15, 2, 4
2015/6/14, 71, 82, 113, 17, 11, 12
2015/6/15, 169, 108, 114, 26, 10, 10
2015/6/16, 186, 46, 72, 18, 2, 7
2015/6/17, 123, 32, 40, 12, 1, 5
2015/6/18, 68, 29, 30, 12, 2, 6
2015/6/19, 66, 35, 79, 15, 1, 7
2015/6/20, 83, 65, 96, 18, 3, 7
2015/6/21, 124, 81, 109, 15, 12, 11
2015/6/22, 171, 101, 106, 18, 11, 17
2015/6/23, 257, 88, 40, 20, 6, 10
2015/6/24, 182, 94, 45, 29, 4, 9
2015/6/25, 185, 122, 88, 12, 1, 9
2015/6/26, 184, 76, 79, 15, 2, 8
2015/6/27, 153, 117, 93, 17, 3, 10
2015/6/28, 209, 135, 25, 22, 3, 9
2015/6/29, 186, 23, 37, 12, , 3
2015/6/30, 57, 37, 32, 17, 1, 4
2015/1/1, 105, 58, 15, 26, 13, 13
2015/1/2, 96, 136, 5, 45, 37, 33
2015/1/3, 251, 144, 6, 49, 35, 34
2015/1/4, 250, 96, 32, 26, 26, 21
2015/1/5, 127, 42, 24, 17, 12, 7
2015/1/6, 78, 66, 11, 29, 21, 16
2015/1/7, 138, 108, 6, 44, 26, 30
2015/1/8, 206, 75, 25, 32, 20, 16
2015/1/9, 131, 132, 13, 49, 35, 32
2015/1/10, 263, 41, 19, 19, 6, 7
2015/1/11, 75, 80, 15, 28, 19, 17
2015/1/12, 173, 110, 5, 40, 28, 26
2015/1/13, 219, 158, 2, 44, 32, 29
2015/1/14, 281, 299, 3, 49, 21, 42
2015/1/15, 363, 83, 28, 17, 7, 15
2015/1/16, 123, 71, 16, 24, 17, 11
2015/1/17, 113, 81, 28, 25, 17, 14
2015/1/18, 121, 55, 20, 28, 15, 12
2015/1/19, 101, 75, 8, 37, 26, 19
2015/1/20, 164, 29, 25, 16, 8, 5
2015/1/21, 54, 71, 10, 38, 22, 19
2015/1/22, 175, 149, 5, 54, 35, 31
2015/1/23, 281, 74, 13, 28, 13, 13
2015/1/24, 159, , 10, 23, 9, 13
2015/1/25, 201, 27, 28, 18, 8, 14
2015/1/26, 148, 39, 26, 14, 8, 5
2015/1/27, 61, 45, 17, 21, 8, 9
2015/1/28, 92, 31, 23, 15, 10, 19
2015/1/29, 119, 24, 24, 12, 6, 7
2015/1/30, 48, 34, 17, 19, 8, 7
2015/1/31, 82, 54, 8, 31, 21, 16
2015/2/1, 158, 66, 10, 38, 30, 21
2015/2/2, 226, 36, 27, 25, 14, 15
2015/2/3, 175, 36, 27, 8, 5, 3
2015/2/4, 44, 35, 24, 17, 7, 7
2015/2/5, 82, 79, 14, 35, 16, 16
2015/2/6, 163, 32, 28, 11, 6, 3
2015/2/7, 48, 38, 21, 11, 8, 4
2015/2/8, 71, 80, 11, 32, 24, 16
2015/2/9, 199, , 14, 45, 25, 23
2015/2/10, 214, 40, 29, 22, 14, 11
2015/2/11, 110, 36, 26, 20, 7, 7
2015/2/12, 79, 75, 20, 38, 17, 22
2015/2/13, 215, , 22, 54, 33, 29
2015/2/14, 347, , 7, 58, 45, 46
2015/2/15, 389, 47, 26, 23, 17, 20
2015/2/16, 187, 36, 17, 15, 5, 5
2015/2/17, 96, 73, 28, 15, 9, 9
2015/2/18, 113, 148, 24, 17, 24, 13
2015/2/19, 270, , 15, 18, 6, 16
2015/2/20, 212, 283, 26, 12, 7, 13
2015/2/21, 232, 202, 24, 7, 3, 4
2015/2/22, 109, 77, 22, 14, 12, 8
2015/2/23, 121, 129, 19, 26, 20, 21
2015/2/24, 233, 65, 30, 13, 7, 9
2015/2/25, 120, 23, 28, 9, 3, 4
2015/2/26, 52, 30, 17, 13, 6, 7
2015/2/27, 79, 269, 8, 16, 6, 13
2015/2/28, 212, 73, 31, 17, 6, 9
2015/3/1, 111, 77, 29, 22, 12, 15
2015/3/2, 133, 47, 29, 5, 2, 2
2015/3/3, 39, 40, 25, 15, 7, 7
2015/3/4, 82, 96, 23, 25, 27, 17
2015/3/5, 196, 115, 24, 34, 32, 21
2015/3/6, 276, , 33, 37, 24, 24
2015/3/7, 318, 43, 30, 24, 16, 14
2015/3/8, 184, 27, 30, 6, 1, 2
2015/3/9, 36, 47, 28, 15, 5, 7
2015/3/10, 95, 52, 27, 22, 7, 11
2015/3/11, 117, 73, 22, 29, 12, 15
2015/3/12, 159, 56, 29, 27, 13, 14
2015/3/13, 129, 82, 14, 36, 22, 17
2015/3/14, 175, 125, 36, 32, 14, 18
2015/3/15, 176, 230, 15, 38, 17, 20
2015/3/16, 272, 206, 38, 26, 10, 18
2015/3/17, 270, 76, 31, 18, 6, 8
2015/3/18, 112, 183, 28, 34, 6, 12
2015/3/19, 168, 146, 37, 21, 4, 6
2015/3/20, 108, 76, 33, 13, 3, 4
2015/3/21, 68, 81, 30, 7, 2, 3
2015/3/22, 67, 72, 32, 16, 4, 6
2015/3/23, 102, 84, 33, 27, 17, 16
2015/3/24, 165, 102, 40, 34, 27, 19
2015/3/25, 187, 121, 54, 21, 13, 9
2015/3/26, 174, 115, 52, 20, 17, 9
2015/3/27, 174, 251, 36, 13, 5, 6
2015/3/28, 129, 334, 42, 33, 10, 11
2015/3/29, 155, 299, 61, 31, 16, 13
2015/3/30, 204, 92, 29, 24, 9, 21
2015/3/31, 207, 59, 31, 21, 3, 6
2014/10/1, 156, 73, 15, 24, 3, 10
2014/10/2, 146, 97, 7, 31, 2, 19
2014/10/3, 184, 70, 20, 20, 1, 12
2014/10/4, 153, 40, 27, 18, 1, 8
2014/10/5, 92, 46, 29, 24, 2, 5
2014/10/6, 73, 111, 34, 43, 9, 12
2014/10/7, 193, 194, 14, 63, 7, 24
2014/10/8, 307, 222, 22, 59, 4, 24
2014/10/9, 364, 178, 56, 45, 10, 22
2014/10/10, 317, 89, 25, 30, 5, 15
2014/10/11, 218, 9, 20, 11, 2, 2
2014/10/13, 58, 65, 25, 28, 4, 6
2014/10/14, 104, 86, 28, 22, 5, 6
2014/10/15, 101, 65, 32, 24, 5, 6
2014/10/16, 82, 119, 27, 51, 7, 11
2014/10/17, 172, 164, 47, 64, 14, 21
2014/10/18, 226, 238, 33, 62, 8, 24
2014/10/19, 297, 142, 18, 37, 2, 15
2014/10/20, 240, 65, 14, 25, 11, 11
2014/10/21, 72, 93, 4, 32, 7, 12
2014/10/22, 142, 114, 5, 42, 9, 15
2014/10/23, 180, 170, 21, 48, 7, 23
2014/10/24, 261, 213, 27, 51, 5, 25
2014/10/25, 361, 15, 25, 23, 2, 11
2014/10/26, 148, 46, 21, 24, 8, 6
2014/10/27, 87, 67, 17, 28, 7, 9
2014/10/28, 134, 108, 15, 43, 11, 12
2014/10/29, 173, 125, 9, 51, 16, 16
2014/10/30, 198, 116, 9, 42, 9, 19
2014/10/31, 208, 63, 21, 22, 4, 11
2014/11/1, 94, 20, 25, 9, 3, 2
2014/11/2, 17, 49, 24, 22, 3, 8
2014/11/3, 69, 106, 15, 37, 14, 14
2014/11/4, 175, 65, 26, 22, 6, 10
2014/11/5, 92, 22, 26, 11, 3, 4
2014/11/6, 45, 57, 15, 18, 7, 11
2014/11/7, 101, 68, 21, 25, 6, 13
2014/11/8, 147, 58, 25, 24, 3, 9
2014/11/9, 120, 68, 16, 32, 5, 11
2014/11/10, 132, 57, 24, 15, 2, 9
2014/11/11, 62, 47, 30, 4, 1, 2
2014/11/12, 19, 42, 23, 20, 4, 10
2014/11/13, 64, 51, 17, 26, 7, 10
2014/11/14, 85, 119, 2, 46, 21, 25
2014/11/15, 178, 88, 23, 25, 9, 17
2014/11/16, 120, 33, 25, 21, 6, 6
2014/11/17, 58, 77, 9, 35, 17, 14
2014/11/18, 128, 212, 2, 59, 29, 36
2014/11/19, 281, 238, 3, 66, 23, 35
2014/11/20, 318, 177, 12, 51, 14, 28
2014/11/21, 233, 40, 17, 23, 8, 8
2014/11/22, 68, 97, 1, 38, 14, 23
2014/11/23, 173, 63, 15, 32, 7, 15
2014/11/24, 108, 119, 8, 40, 17, 24
2014/11/25, 202, 192, 3, 53, 20, 36
2014/11/26, 273, 74, 16, 26, 7, 12
2014/11/27, 104, 94, 14, 29, 13, 15
2014/11/28, 142, 216, 1, 40, 13, 35
2014/11/29, 283, 167, 27, 17, 6, 12
2014/11/30, 107, 61, 24, 8, 3, 3
2014/12/1, 28, 48, 12, 20, 8, 10
2014/12/2, 82, 54, 23, 11, 5, 7
2014/12/3, 45, 34, 26, 7, 5, 2
2014/12/4, 22, 39, 25, 18, 11, 7
2014/12/5, 57, 63, 12, 29, 15, 13
2014/12/6, 110, 54, 22, 20, 14, 13
2014/12/7, 92, 55, 16, 25, 13, 12
2014/12/8, 103, 219, 2, 50, 32, 54
2014/12/9, 289, 142, 24, 29, 21, 27
2014/12/10, 150, 45, 23, 15, 8, 6
2014/12/11, 53, 36, 23, 8, 5, 3
2014/12/12, 21, 58, 18, 20, 12, 12
2014/12/13, 85, 82, 11, 34, 19, 18
2014/12/14, 138, 82, 26, 20, 14, 14
2014/12/15, 86, 33, 23, 5, 2, 3
2014/12/16, 17, 80, 13, 25, 14, 16
2014/12/17, 130, 117, 4, 36, 42, 34
2014/12/18, 186, 46, 27, 15, 11, 11
2014/12/19, 57, 13, 21, 11, 5, 4
2014/12/20, 17, 39, 20, 12, 5, 6
2014/12/21, 53, 88, 9, 33, 23, 22
2014/12/22, 151, 82, 11, 35, 25, 23
2014/12/23, 139, 27, 25, 13, 9, 4
2014/12/24, 31, 35, 25, 23, 11, 8
2014/12/25, 68, 114, 3, 45, 35, 33
2014/12/26, 219, 113, 3, 49, 39, 37
2014/12/27, 229, 102, 22, 32, 24, 16
2014/12/28, 142, , , , , 
2014/7/1, 194, , 49, 18, 1, 8
2014/7/2, 147, , 66, 21, 4, 12
2014/7/3, 263, , 91, 25, 2, 13
2014/7/4, 280, , 80, 19, 2, 9
2014/7/5, 192, , 90, 20, 8, 13
2014/7/6, 272, , 87, 21, 8, 11
2014/7/7, 234, , 42, 21, 6, 8
2014/7/8, 164, , 47, 26, 2, 5
2014/7/9, 76, , 73, 23, 3, 5
2014/7/10, 85, , 50, 21, 2, 5
2014/7/11, 88, , 52, 17, 1, 3
2014/7/12, 37, , 45, 20, 1, 4
2014/7/13, 54, , 100, 24, 3, 5
2014/7/14, 90, , 84, 11, 3, 4
2014/7/15, 125, , 64, 24, 3, 9
2014/7/16, 195, , 49, 23, 4, 19
2014/7/17, 213, , 87, 20, 6, 15
2014/7/18, 206, , 63, 15, 2, 6
2014/7/19, 156, 79, 71, 12, 4, 7
2014/7/20, 159, 104, 38, 12, 3, 5
2014/7/21, 82, , 18, 19, 4, 5
2014/7/22, 45, , 32, 31, 3, 7
2014/7/23, 79, 25, 40, 36, 4, 10
2014/7/24, 153, , 84, 20, 6, 13
2014/7/25, 157, 89, 108, 15, 6, 12
2014/7/26, 181, 94, 106, 14, 12, 8
2014/7/27, 179, , 83, 11, 6, 8
2014/7/28, 186, 70, 77, 12, 3, 7
2014/7/29, 192, , 45, 14, 1, 13
2014/7/30, 194, , 85, 17, 2, 15
2014/7/31, 263, , 77, 18, 3, 14
2014/8/1, 215, , 85, 19, 2, 9
2014/8/2, 185, 15, 75, 22, 1, 10
2014/8/3, 197, , 18, 21, 1, 6
2014/8/4, 98, 99, 51, 18, 4, 6
2014/8/5, 78, , 44, 23, 1, 5
2014/8/6, 91, 118, 97, 25, 8, 12
2014/8/7, 156, , 90, 20, 6, 10
2014/8/8, 149, , 87, 19, 7, 10
2014/8/9, 162, , 78, 14, 1, 5
2014/8/10, 102, 77, 52, 20, 3, 5
2014/8/11, 68, , 104, 23, 8, 11
2014/8/12, 87, , 31, 14, 1, 6
2014/8/13, 84, , 71, 17, 2, 7
2014/8/14, 97, 87, 77, 25, 3, 6
2014/8/15, 106, 41, 70, 25, 6, 9
2014/8/16, 147, , 83, 15, 3, 7
2014/8/17, 123, , 81, 18, 4, 8
2014/8/18, 145, 78, 94, 18, 4, 9
2014/8/19, 166, 92, 102, 16, 11, 10
2014/8/20, 175, 112, 101, 23, 8, 11
2014/8/21, 198, 71, 32, 29, 3, 8
2014/8/22, 130, 112, 105, 32, 4, 11
2014/8/23, 194, 40, 42, 16, 3, 4
2014/8/24, 58, 38, 44, 18, 2, 4
2014/8/25, 59, 61, 59, 28, 3, 5
2014/8/26, 80, 86, 92, 33, 5, 8
2014/8/27, 125, 90, 56, 28, 6, 9
2014/8/28, 168, 81, 69, 20, 3, 9
2014/8/29, 164, 114, 26, 33, 4, 16
2014/8/30, 209, 72, 55, 14, 1, 10
2014/8/31, 165, 99, 41, 28, 2, 16
2014/9/1, 182, 26, 30, 16, 1, 9
2014/9/2, 67, 42, 46, 17, 4, 6
2014/9/3, 51, 77, 69, 31, 3, 9
2014/9/4, 120, 101, 98, 28, 7, 10
2014/9/5, 170, 108, 84, 19, 11, 14
2014/9/6, 199, 118, 78, 21, 10, 11
2014/9/7, 210, 63, 42, 19, 2, 6
2014/9/8, 118, 68, 70, 25, 3, 6
2014/9/9, 85, 78, 77, 26, 9, 11
2014/9/10, 147, 96, 47, 34, 14, 16
2014/9/11, 171, 64, 25, 24, 3, 9
2014/9/12, 156, 68, 64, 24, 5, 7
2014/9/13, 148, 60, 20, 27, 3, 5
2014/9/14, 105, 42, 36, 18, 2, 3
2014/9/15, 55, 72, 15, 34, 3, 5
2014/9/16, 103, 56, 24, 26, 2, 5
2014/9/17, 100, 70, 58, 30, 2, 7
2014/9/18, 148, 90, 48, 26, 4, 8
2014/9/19, 169, 103, 78, 31, 3, 11
2014/9/20, 194, 81, 43, 25, 12, 17
2014/9/21, 184, 88, 15, 33, 9, 22
2014/9/22, 172, 32, 7, 25, 2, 13
2014/9/23, 132, 39, 30, 19, 1, 11
2014/9/24, 96, 83, 25, 28, 2, 13
2014/9/25, 181, 91, 24, 29, 8, 14
2014/9/26, 194, 33, 33, 22, 1, 6
2014/9/27, 67, 81, 21, 33, 7, 12
2014/9/28, 144, 69, 25, 22, 3, 9
2014/9/29, 117, 41, 17, 18, 3, 6
2014/9/30, 68, 83, 2, 29, 2, 9
2014/4/1, 187, 111, 63, 24, 14, 13
2014/4/2, 180, 55, 39, 13, 4, 
2014/4/3, 66, 92, 42, 16, 5, 
2014/4/4, 90, 65, 42, 12, 4, 
2014/4/5, 72, 96, 47, 23, 7, 12
2014/4/6, 143, 111, 73, 24, 13, 16
2014/4/7, 172, 149, 90, 37, 22, 21
2014/4/8, 225, 145, 44, 20, 13, 13
2014/4/9, 178, 294, 27, 20, 15, 17
2014/4/10, 158, 76, 38, 26, 10, 15
2014/4/11, 135, 92, 59, 34, 16, 18
2014/4/12, 177, 118, 95, 30, 15, 
2014/4/13, 210, 186, 90, 39, 20, 22
2014/4/14, 285, 94, 33, 27, 9, 11
2014/4/15, 137, 77, 35, 29, 6, 12
2014/4/16, 114, 85, 39, 36, 14, 18
2014/4/17, 170, 94, 49, 29, 10, 18
2014/4/18, 191, 66, 33, 29, 9, 12
2014/4/19, 151, 62, 45, 25, 4, 13
2014/4/20, 146, 63, 47, 24, 3, 12
2014/4/21, 168, 79, 64, 28, 6, 12
2014/4/22, 160, 98, 77, 17, 13, 11
2014/4/23, 186, 86, 66, 18, 11, 8
2014/4/24, 177, 128, 73, 35, 13, 10
2014/4/25, 208, 63, 34, 12, 1, 3
2014/4/26, 83, 74, 54, 21, 2, 5
2014/4/27, 130, 71, 64, 20, 4, 6
