date, pm25, pm10, o3, no2, so2, co
2024/6/18, 98, 65, 125, 9, 2, 4
2024/6/19, 106, 57, 96, 9, 2, 5
2024/6/20, 114, 43, 36, 12, 2, 6
2024/6/21, 89, 84, 56, 11, 1, 3
2024/6/22, 124, 175, 32, 7, 1, 2
2024/6/23, 116, 19, 46, 5, 1, 2
2024/6/24, 31, 32, 108, 10, 2, 3
2024/6/25, 52, 61, 108, 8, 4, 7
2024/6/26, 101, 59, 97, 7, 2, 3
2024/6/27, 76, 57, 113, 11, 2, 4
2024/6/28, 91, 61, 97, 8, 3, 6
2024/6/29, 110, 36, 92, 7, 1, 5
2024/6/30, 98, 23, 56, 6, 1, 5
2024/1/1, 158, 83, 20, 29, 1, 11
2024/1/2, 158, 31, 16, 14, , 6
2024/1/3, 66, 61, 25, 22, 1, 9
2024/1/4, 117, 41, 19, 14, 1, 6
2024/1/5, 71, 15, 21, 5, 1, 4
2024/1/6, 25, 26, 15, 10, , 2
2024/1/7, 57, 63, 6, 25, 1, 6
2024/1/8, 127, 44, 22, 16, 1, 4
2024/1/9, 91, 44, 13, 20, 1, 5
2024/1/10, 94, 86, 6, 34, 2, 11
2024/1/11, 158, 104, 4, 35, 3, 15
2024/1/12, 174, 64, 12, 21, 2, 10
2024/1/13, 118, 24, 27, 6, , 3
2024/1/14, 34, 38, 14, 17, , 5
2024/1/15, 65, 72, 6, 27, 1, 9
2024/1/16, 130, 97, 3, 32, 1, 10
2024/1/17, 172, 74, 10, 24, 2, 11
2024/1/18, 155, 60, 5, 25, 3, 10
2024/1/19, 115, 55, 27, 19, 2, 9
2024/1/20, 100, 21, 25, 2, , 2
2024/1/21, 29, 16, 26, 4, , 2
2024/1/22, 31, 15, 27, 5, , 2
2024/1/23, 27, 29, 25, 12, , 1
2024/1/24, 48, 23, 28, 10, 1, 2
2024/1/25, 53, 36, 28, 9, 1, 2
2024/1/26, 61, 35, 26, 12, 1, 2
2024/1/27, 64, 45, 18, 20, 1, 4
2024/1/28, 89, 73, 10, 25, 3, 9
2024/1/29, 138, 90, 10, 19, 2, 11
2024/1/30, 175, 49, 24, 11, 1, 5
2024/1/31, 106, 33, 21, 9, 1, 5
2024/2/1, 71, 57, 13, 17, 1, 7
2024/2/2, 118, 71, 14, 20, 1, 9
2024/2/3, 149, 89, 14, 22, 2, 12
2024/2/4, 171, 73, 25, 14, 2, 8
2024/2/5, 158, 40, 31, 9, 1, 4
2024/2/6, 101, 23, 32, 5, 1, 3
2024/2/7, 61, 23, 29, 5, 1, 2
2024/2/8, 63, 41, 34, 9, 1, 4
2024/2/9, 103, 32, 28, 4, 1, 2
2024/2/10, 81, 65, 26, 11, 2, 5
2024/2/11, 149, 89, 37, 18, 3, 8
2024/2/12, 173, 112, 46, 24, 4, 11
2024/2/13, 187, 47, 30, 12, 2, 6
2024/2/14, 86, 17, 31, 4, , 1
2024/2/15, 37, 64, 26, 9, 1, 5
2024/2/16, 122, 77, 25, 16, 2, 6
2024/2/17, 158, 66, 31, 13, 1, 12
2024/2/18, 133, 28, 31, 1, , 3
2024/2/19, 30, 23, 25, 3, , 3
2024/2/20, 48, 22, 28, 4, 1, 4
2024/2/21, 46, 16, 29, 3, , 3
2024/2/22, 29, 41, 19, 14, 2, 6
2024/2/23, 78, 57, 26, 12, 2, 6
2024/2/24, 126, 42, 30, 4, 1, 3
2024/2/25, 75, 69, 26, 9, 3, 7
2024/2/26, 139, 70, 24, 10, 2, 5
2024/2/27, 120, 69, 26, 14, 2, 4
2024/2/28, 122, 24, 33, 2, , 1
2024/2/29, 34, 36, 27, 6, , 2
2024/3/1, 50, 80, 30, 12, 1, 4
2024/3/2, 99, 52, 28, 11, 2, 5
2024/3/3, 76, 52, 26, 13, 3, 7
2024/3/4, 100, 67, 24, 12, 2, 6
2024/3/5, 149, 42, 28, 11, 1, 4
2024/3/6, 101, 47, 31, 14, 1, 4
2024/3/7, 100, 22, 27, 7, , 1
2024/3/8, 41, 62, 29, 20, 2, 3
2024/3/9, 109, 99, 24, 31, 3, 7
2024/3/10, 170, 66, 32, 18, 1, 5
2024/3/11, 118, 38, 36, 9, , 3
2024/3/12, 77, 64, 33, 18, , 5
2024/3/13, 119, 55, 44, 19, , 5
2024/3/14, 96, 98, 62, 20, 1, 7
2024/3/15, 165, 98, 34, 11, 1, 7
2024/3/16, 127, 37, 32, 4, , 2
2024/3/17, 39, 113, 30, 15, , 3
2024/3/18, 120, 86, 30, 3, , 2
2024/3/19, 63, 53, 30, 7, , 3
2024/3/20, 51, 84, 25, 24, 2, 6
2024/3/21, 134, 65, 37, 15, 1, 6
2024/3/22, 111, 79, 46, 24, 3, 9
2024/3/23, 132, 71, 31, 14, 4, 10
2024/3/24, 144, 62, 36, 11, , 6
2024/3/25, 153, 80, 14, 18, , 8
2024/3/26, 166, 101, 6, 25, 1, 11
2024/3/27, 182, 309, 33, 5, , 4
2024/3/28, 114, 97, 35, 6, , 3
2024/3/29, 84, 44, 37, 8, 1, 2
2024/3/30, 53, 84, 41, 16, 3, 8
2024/3/31, 130, 78, 39, 11, 2, 6
2023/10/1, 39, 55, 38, 15, 1, 4
2023/10/2, 88, 58, 61, 13, 1, 4
2023/10/3, 106, 16, 27, 7, , 2
2023/10/4, 32, 23, 24, 10, , 1
2023/10/5, 36, 34, 25, 13, , 2
2023/10/6, 54, 59, 34, 18, 1, 3
2023/10/7, 99, 41, 31, 13, , 2
2023/10/8, 77, 17, 31, 7, 1, 1
2023/10/9, 30, 24, 38, 11, , 2
2023/10/10, 49, 53, 51, 17, , 4
2023/10/11, 92, 91, 11, 33, 1, 8
2023/10/12, 164, 45, 31, 16, , 4
2023/10/13, 105, 20, 33, 14, , 3
2023/10/14, 40, 29, 29, 13, , 2
2023/10/15, 44, 35, 31, 13, , 3
2023/10/16, 49, 64, 38, 20, , 6
2023/10/17, 107, 27, 28, 10, , 3
2023/10/18, 55, 20, 25, 8, , 1
2023/10/19, 22, 20, 25, 5, , 1
2023/10/20, 27, 38, 24, 15, , 2
2023/10/21, 54, 54, 24, 20, , 4
2023/10/22, 82, 107, 26, 37, 2, 9
2023/10/23, 169, 126, 57, 29, 1, 9
2023/10/24, 193, 99, 42, 29, , 8
2023/10/25, 161, 34, 23, 12, , 2
2023/10/26, 38, 68, 22, 24, , 5
2023/10/27, 88, 100, 33, 29, 2, 9
2023/10/28, 147, 134, 36, 26, 1, 12
2023/10/29, 195, 122, 56, 21, 1, 11
2023/10/30, 193, 103, 35, 16, , 8
2023/10/31, 166, 136, 47, 25, , 11
2023/11/1, 209, 100, 34, 11, 1, 6
2023/11/2, 138, 38, 17, 8, , 1
2023/11/3, 23, 65, 16, 18, 1, 4
2023/11/4, 75, 46, 23, 13, , 3
2023/11/5, 67, 43, 22, 2, , 1
2023/11/6, 38, 46, 15, 15, , 3
2023/11/7, 77, 57, 17, 20, , 5
2023/11/8, 100, 17, 23, 5, , 2
2023/11/9, 21, 17, 19, 6, , 2
2023/11/10, 26, 16, 22, 6, , 2
2023/11/11, 34, 19, 23, 4, , 1
2023/11/12, 29, 32, 17, 17, , 5
2023/11/13, 104, 71, 14, 30, 1, 7
2023/11/14, 147, 75, 9, 25, 1, 6
2023/11/15, 125, 32, 25, 4, , 1
2023/11/16, 23, 21, 24, 4, , 3
2023/11/17, 24, 41, 16, 18, 1, 6
2023/11/18, 68, 54, 19, 20, , 4
2023/11/19, 76, 93, 13, 32, 2, 9
2023/11/20, 148, 127, 20, 28, 3, 8
2023/11/21, 200, 100, 24, 24, 1, 5
2023/11/22, 131, 33, 22, 2, , 1
2023/11/23, 20, 29, 16, 9, , 3
2023/11/24, 50, 55, 7, 21, 2, 6
2023/11/25, 104, 65, 3, 25, 1, 8
2023/11/26, 108, 47, 26, 15, 1, 6
2023/11/27, 79, 29, 21, 10, , 2
2023/11/28, 42, 23, 26, 4, , 1
2023/11/29, 31, 20, 26, 6, , 3
2023/11/30, 28, 40, 18, 15, , 3
2023/12/1, 70, 51, 24, 21, 1, 7
2023/12/2, 93, 57, 11, 27, 2, 8
2023/12/3, 102, 84, 7, 30, 3, 11
2023/12/4, 154, 103, 3, 39, 3, 13
2023/12/5, 167, 133, 23, 10, , 2
2023/12/6, 92, 229, 4, 33, 3, 10
2023/12/7, 175, 165, 4, 39, 3, 13
2023/12/8, 173, 89, 10, 22, 2, 8
2023/12/9, 102, 52, 8, 14, 4, 7
2023/12/10, 81, 40, 11, 14, 1, 6
2023/12/11, 91, 61, 7, 16, 1, 7
2023/12/12, 154, 75, 3, 19, 1, 14
2023/12/13, 166, 51, 18, 13, 1, 11
2023/12/14, 125, 17, 25, 3, , 5
2023/12/15, 38, 19, 26, 2, 1, 5
2023/12/16, 32, 29, 21, 9, , 6
2023/12/17, 56, 62, 10, 27, 1, 10
2023/12/18, 128, 35, 27, 11, , 7
2023/12/19, 72, 17, 25, 5, , 3
2023/12/20, 36, 22, 23, 6, , 4
2023/12/21, 38, 38, 16, 16, , 6
2023/12/22, 58, 45, 23, 15, 2, 6
2023/12/23, 84, 53, 16, 18, 1, 5
2023/12/24, 104, 69, 9, 31, 2, 9
2023/12/25, 132, 50, 17, 20, 1, 6
2023/12/26, 95, 44, 14, 20, 2, 7
2023/12/27, 86, 61, 8, 24, 2, 9
2023/12/28, 131, 103, 5, 33, 2, 13
2023/12/29, 190, 120, 24, 31, 2, 13
2023/12/30, 211, 26, 22, 7, , 3
2023/12/31, 42, 84, 8, 25, 1, 8
2023/7/1, 75, 54, 134, 11, 1, 4
2023/7/2, 95, 50, 95, 6, 1, 7
2023/7/3, 111, 21, 68, 4, , 3
2023/7/4, 55, 46, 75, 10, , 2
2023/7/5, 60, 46, 105, 14, , 2
2023/7/6, 55, 42, 63, 7, , 2
2023/7/7, 54, 14, 47, 5, 1, 1
2023/7/8, 18, 17, 64, 5, , 1
2023/7/9, 33, 48, 124, 10, 1, 5
2023/7/10, 69, 35, 105, 6, , 4
2023/7/11, 66, 27, 42, 6, , 7
2023/7/12, 77, 19, 35, 7, 3, 4
2023/7/13, 60, 25, 46, 5, , 3
2023/7/14, 56, 15, 40, 4, , 1
2023/7/15, 32, 20, 63, 7, , 1
2023/7/16, 47, 43, 103, 10, 1, 3
2023/7/17, 76, 50, 102, 9, 2, 3
2023/7/18, 94, 51, 111, 9, 1, 3
2023/7/19, 97, 53, 96, 10, 1, 3
2023/7/20, 104, 38, 55, 7, , 5
2023/7/21, 93, 25, 33, 5, , 6
2023/7/22, 76, 28, 76, 7, , 6
2023/7/23, 68, 51, 95, 9, , 5
2023/7/24, 103, 19, 104, 6, , 4
2023/7/25, 45, 45, 83, 8, 1, 6
2023/7/26, 102, 38, 83, 8, , 5
2023/7/27, 90, 20, 46, 4, 1, 4
2023/7/28, 45, 29, 15, 8, , 5
2023/7/29, 61, 14, 30, 2, 1, 4
2023/7/30, 24, 26, 13, 1, , 3
2023/7/31, 48, 35, 33, 5, 1, 6
2023/8/1, 82, 29, 40, 5, 4, 3
2023/8/2, 79, 51, 46, 6, , 4
2023/8/3, 113, 31, 62, 15, 1, 4
2023/8/4, 73, 27, 49, 11, 1, 2
2023/8/5, 53, 27, 44, 6, , 6
2023/8/6, 54, 42, 44, 10, , 6
2023/8/7, 80, 52, 63, 10, , 7
2023/8/8, 118, 59, 74, 7, , 8
2023/8/9, 131, 54, 83, 7, 1, 8
2023/8/10, 122, 55, 32, 13, , 6
2023/8/11, 113, 11, 47, 6, , 4
2023/8/12, 38, 17, 67, 6, 1, 4
2023/8/13, 39, 39, 80, 9, , 4
2023/8/14, 69, 46, 83, 8, , 4
2023/8/15, 82, 49, 98, 7, , 5
2023/8/16, 90, 36, 106, 7, , 6
2023/8/17, 82, 43, 61, 8, , 3
2023/8/18, 69, 57, 110, 11, , 4
2023/8/19, 90, 55, 57, 12, , 6
2023/8/20, 109, 15, 76, 5, , 4
2023/8/21, 37, 18, 45, 9, , 2
2023/8/22, 27, 22, 70, 7, , 2
2023/8/23, 37, 16, 42, 8, , 2
2023/8/24, 45, 26, 62, 7, , 2
2023/8/25, 64, 22, 51, 6, , 3
2023/8/26, 57, 38, 55, 11, , 4
2023/8/27, 82, 24, 44, 9, , 3
2023/8/28, 47, 23, 43, 8, , 2
2023/8/29, 45, 34, 66, 10, , 3
2023/8/30, 62, 40, 59, 10, , 4
2023/8/31, 81, 34, 64, 7, , 4
2023/9/1, 70, 51, 73, 13, , 5
2023/9/2, 91, 41, 92, 7, 1, 5
2023/9/3, 105, 59, 92, 11, 1, 7
2023/9/4, 137, 77, 91, 10, , 8
2023/9/5, 160, 64, 92, 9, , 6
2023/9/6, 137, 67, 77, 6, , 6
2023/9/7, 140, 73, 44, 12, , 8
2023/9/8, 154, 18, 42, 6, , 4
2023/9/9, 63, 28, 41, 7, , 4
2023/9/10, 74, 37, 49, 9, , 5
2023/9/11, 86, 18, 42, 9, , 3
2023/9/12, 34, 40, 56, 13, , 4
2023/9/13, 55, 48, 76, 14, , 4
2023/9/14, 77, 54, 88, 17, 1, 4
2023/9/15, 89, 68, 93, 18, 1, 6
2023/9/16, 134, 68, 66, 12, 1, 6
2023/9/17, 142, 34, 78, 10, , 5
2023/9/18, 72, 24, 25, 13, , 3
2023/9/19, 39, 21, 36, 11, , 3
2023/9/20, 34, 45, 58, 15, , 4
2023/9/21, 64, 24, 35, 9, , 2
2023/9/22, 38, 35, 41, 14, 1, 3
2023/9/23, 57, 50, 19, 18, 1, 4
2023/9/24, 78, 51, 30, 16, , 5
2023/9/25, 89, 67, 34, 24, , 6
2023/9/26, 136, 53, 34, 16, , 5
2023/9/27, 104, 25, 28, 14, , 2
2023/9/28, 35, 43, 36, 14, , 3
2023/9/29, 54, 16, 31, 7, , 2
2023/9/30, 24, 24, 33, 12, , 2
2023/4/1, 138, 91, 56, 20, 3, 5
2023/4/2, 163, 73, 49, 12, 2, 6
2023/4/3, 131, 40, 35, 1, 1, 3
2023/4/4, 66, 34, 38, 3, 1, 1
2023/4/5, 70, 38, 35, 4, , 1
2023/4/6, 54, 32, 35, 2, , 1
2023/4/7, 23, 42, 38, 8, , 1
2023/4/8, 46, 86, 47, 17, 2, 4
2023/4/9, 149, 226, 44, 25, 1, 6
2023/4/10, 179, 454, 38, 2, , 2
2023/4/11, 170, 367, 33, 14, 1, 3
2023/4/12, 182, 516, 32, 25, 2, 7
2023/4/13, 224, 191, 41, 10, 2, 5
2023/4/14, 159, 69, 37, 7, 1, 1
2023/4/15, 108, 45, 39, 10, 1, 1
2023/4/16, 76, 92, 42, 13, 3, 4
2023/4/17, 131, 71, 55, 18, 1, 5
2023/4/18, 95, 73, 84, 13, 1, 4
2023/4/19, 100, 68, 38, 7, 1, 2
2023/4/20, 57, 38, 35, 5, , 1
2023/4/21, 37, 28, 27, 6, , 2
2023/4/22, 64, 51, 37, 14, , 3
2023/4/23, 94, 53, 42, 9, , 2
2023/4/24, 83, 68, 40, 6, , 2
2023/4/25, 92, 47, 42, 10, , 1
2023/4/26, 45, 80, 31, 19, 1, 5
2023/4/27, 127, 64, 38, 7, , 2
2023/4/28, 101, 40, 40, 7, 1, 1
2023/4/29, 47, 39, 48, 8, , 1
2023/4/30, 50, 72, 84, 15, 2, 4
2023/5/1, 114, 71, 87, 11, 1, 4
2023/5/2, 96, 74, 100, 14, 2, 5
2023/5/3, 110, 46, 37, 9, 1, 5
2023/5/4, 85, 22, 32, 6, , 3
2023/5/5, 41, 25, 43, 8, , 3
2023/5/6, 37, 28, 49, 14, 1, 6
2023/5/7, 55, 47, 72, 12, , 2
2023/5/8, 70, 56, 74, 16, 1, 3
2023/5/9, 85, 52, 86, 15, 1, 3
2023/5/10, 69, 69, 94, 13, 2, 4
2023/5/11, 129, 55, 54, 14, 1, 4
2023/5/12, 136, 30, 60, 11, , 2
2023/5/13, 49, 61, 98, 13, 1, 4
2023/5/14, 98, 76, 127, 10, 2, 9
2023/5/15, 129, 78, 99, 7, 1, 6
2023/5/16, 127, 52, 64, 6, 1, 5
2023/5/17, 89, 47, 66, 9, 2, 4
2023/5/18, 64, 64, 17, 17, 1, 7
2023/5/19, 129, 145, 36, 4, , 2
2023/5/20, 121, 96, 43, 4, , 1
2023/5/21, 98, 40, 46, 7, , 1
2023/5/22, 53, 41, 65, 10, , 2
2023/5/23, 54, 67, 84, 5, 2, 3
2023/5/24, 90, 64, 47, 6, 1, 4
2023/5/25, 100, 73, 81, 11, , 4
2023/5/26, 124, 73, 44, 9, , 6
2023/5/27, 160, 37, 79, 5, , 4
2023/5/28, 98, 52, 102, 7, , 5
2023/5/29, 89, 50, 54, 10, , 5
2023/5/30, 106, 64, 67, 12, , 5
2023/5/31, 132, 59, 54, 13, , 6
2023/6/1, 104, 30, 53, 3, , 1
2023/6/2, 34, 28, 76, 9, , 3
2023/6/3, 42, 25, 65, 6, , 2
2023/6/4, 40, 52, 96, 8, , 3
2023/6/5, 73, 29, 71, 3, , 2
2023/6/6, 46, 48, 73, 11, , 2
2023/6/7, 65, 38, 65, 7, , 1
2023/6/8, 50, 27, 41, 12, , 2
2023/6/9, 48, 18, 45, 4, 1, 1
2023/6/10, 30, 26, 50, 7, , 3
2023/6/11, 44, 26, 55, 5, , 3
2023/6/12, 57, 14, 73, 6, , 1
2023/6/13, 24, 48, 120, 10, 1, 5
2023/6/14, 82, 56, 150, 9, 2, 6
2023/6/15, 87, 65, 134, 9, 2, 9
2023/6/16, 121, 67, , 5, 1, 4
2023/6/17, 111, 63, , 6, 1, 6
2023/6/18, 123, 54, 47, 9, , 4
2023/6/19, 116, 26, 79, 7, 1, 2
2023/6/20, 66, 19, 86, 11, , 2
2023/6/21, 31, 47, 115, 15, , 2
2023/6/22, 65, 57, 124, 10, 2, 4
2023/6/23, 87, 51, 109, 10, 2, 4
2023/6/24, 88, 50, 96, 6, , 5
2023/6/25, 93, 39, 79, 6, , 3
2023/6/26, 80, 35, 117, 11, , 4
2023/6/27, 63, 43, 56, 9, , 5
2023/6/28, 84, 27, 94, 8, 1, 3
2023/6/29, 58, 49, 132, 13, 2, 5
2023/6/30, 69, 52, 124, 9, 1, 3
2023/1/2, 39, 37, 14, 11, , 3
2023/1/3, 59, 59, 10, 18, 1, 5
2023/1/4, 107, 89, 7, 25, 2, 8
2023/1/5, 164, 86, 26, 19, 2, 6
2023/1/6, 117, 48, 8, 15, 2, 5
2023/1/7, 70, 52, 21, 14, 4, 4
2023/1/8, 75, 35, 21, 9, 1, 3
2023/1/9, 55, 60, 13, 19, 1, 6
2023/1/10, 111, 79, 2, 27, 2, 9
2023/1/11, 154, 138, 2, 27, 2, 8
2023/1/12, 170, 67, 24, 16, , 6
2023/1/13, 144, 12, 26, 1, , 1
2023/1/14, 16, 21, 28, 3, , 1
2023/1/15, 27, 41, 19, 9, , 3
2023/1/16, 59, 81, 27, 4, , 2
2023/1/17, 71, 66, 19, 10, , 3
2023/1/18, 83, 71, 25, 12, , 3
2023/1/19, 92, 40, 22, 2, , 2
2023/1/20, 40, 58, 18, 12, 1, 5
2023/1/21, 107, 78, 23, 11, 2, 4
2023/1/22, 141, 47, 27, 3, , 4
2023/1/23, 77, 38, 25, 2, , 2
2023/1/24, 30, 44, 15, 10, 1, 4
2023/1/25, 80, 46, 26, 7, 1, 2
2023/1/26, 67, 21, 25, 3, , 2
2023/1/27, 29, 62, 23, 4, , 1
2023/1/28, 56, 67, 29, 7, , 2
2023/1/29, 70, 69, 17, 21, 1, 6
2023/1/30, 109, 67, 33, 16, 1, 6
2023/1/31, 105, 28, 28, 3, , 1
2023/2/1, 33, 20, 19, 7, , 3
2023/2/2, 38, 44, 13, 18, , 4
2023/2/3, 82, 51, 22, 18, 1, 7
2023/2/4, 98, 91, 10, 30, 4, 9
2023/2/5, 166, 101, 25, 24, 5, 10
2023/2/6, 176, 54, 24, 18, 3, 7
2023/2/7, 107, 30, 26, 11, 1, 3
2023/2/8, 64, 59, 13, 21, 3, 5
2023/2/9, 130, 80, 16, 18, 1, 7
2023/2/10, 170, 115, 17, 19, 1, 9
2023/2/11, 195, 70, 17, 12, , 7
2023/2/12, 152, 9, 31, 4, , 1
2023/2/13, 18, 15, 22, 9, , 2
2023/2/14, 32, 46, 23, 14, 1, 3
2023/2/15, 89, 77, 14, 26, 1, 7
2023/2/16, 151, 115, 11, 35, 2, 10
2023/2/17, 193, 101, 31, 24, 1, 9
2023/2/18, 180, 32, 31, 5, , 2
2023/2/19, 24, 23, 27, 6, , 1
2023/2/20, 19, 39, 19, 13, 1, 2
2023/2/21, 64, 75, 16, 28, 2, 5
2023/2/22, 148, 100, 13, 35, 1, 7
2023/2/23, 171, 33, 29, 13, , 3
2023/2/24, 61, 19, 27, 9, , 1
2023/2/25, 36, 75, 35, 18, 1, 5
2023/2/26, 131, 120, 38, 30, 2, 8
2023/2/27, 190, 59, 35, 17, 1, 4
2023/2/28, 94, 17, 34, 8, , 2
2023/3/1, 19, 52, 31, 16, 1, 3
2023/3/2, 64, 67, 31, 22, 1, 4
2023/3/3, 104, 128, 40, 33, 7, 13
2023/3/4, 187, 134, 39, 24, 2, 13
2023/3/5, 208, 123, 49, 21, 1, 10
2023/3/6, 203, 156, 60, 31, 4, 14
2023/3/7, 234, 98, 47, 16, 1, 7
2023/3/8, 147, 78, 25, 25, 1, 4
2023/3/9, 117, 180, 34, 24, 1, 6
2023/3/10, 150, 98, 32, 5, , 1
2023/3/11, 55, 50, 33, 4, 1, 1
2023/3/12, 34, 79, 13, 27, 1, 4
2023/3/13, 99, 131, 34, 19, 2, 5
2023/3/14, 117, 94, 34, 2, , 1
2023/3/15, 61, 48, 29, 11, 1, 2
2023/3/16, 54, 78, 21, 18, 1, 3
2023/3/17, 120, 32, 37, 13, , 2
2023/3/18, 61, 77, 37, 19, , 4
2023/3/19, 129, 105, 36, 23, 2, 6
2023/3/20, 181, 100, 47, 20, 1, 6
2023/3/21, 179, 527, 34, 8, , 3
2023/3/22, 234, 104, 34, 2, , 1
2023/3/23, 92, 61, 28, 7, 1, 1
2023/3/24, 62, 59, 36, 12, 1, 3
2023/3/25, 79, 53, 37, 10, , 1
2023/3/26, 87, 53, 38, 14, , 2
2023/3/27, 70, 95, 50, 23, 3, 7
2023/3/28, 148, 122, 72, 25, 3, 6
2023/3/29, 173, 112, 84, 19, 2, 4
2023/3/30, 165, 79, 67, 11, 2, 3
2023/3/31, 137, 71, 62, 9, 2, 4
2022/10/1, 138, 17, 29, 5, , 3
2022/10/2, 48, 11, 19, 5, 1, 2
2022/10/3, 35, 9, 24, 3, 1, 1
2022/10/4, 14, 23, 24, 8, , 1
2022/10/5, 38, 45, 27, 12, , 2
2022/10/6, 73, 68, 36, 14, , 5
2022/10/7, 134, 71, 19, 13, , 4
2022/10/8, 151, 10, 27, 2, , 1
2022/10/9, 10, 15, 28, 6, , 2
2022/10/10, 29, 37, 25, 15, , 3
2022/10/11, 58, 74, 28, 25, 1, 6
2022/10/12, 129, 96, 33, 28, 1, 7
2022/10/13, 167, 112, 51, 29, 1, 8
2022/10/14, 180, 117, 68, 24, , 8
2022/10/15, 187, 21, 24, 5, , 2
2022/10/16, 46, 23, 21, 5, , 1
2022/10/17, 19, 29, 24, 12, , 2
2022/10/18, 43, 68, 27, 21, 1, 5
2022/10/19, 112, 95, 22, 30, , 6
2022/10/20, 165, 107, 50, 29, 1, 7
2022/10/21, 177, 39, 27, 11, , 3
2022/10/22, 58, 27, 26, 13, , 2
2022/10/23, 41, 63, 28, 20, 1, 5
2022/10/24, 99, 107, 36, 25, 2, 8
2022/10/25, 174, 107, 27, 26, 1, 5
2022/10/26, 165, 20, 16, 8, 1, 1
2022/10/27, 29, 53, 10, 17, 1, 3
2022/10/28, 62, 65, 19, 16, 1, 5
2022/10/29, 103, 78, 21, 17, 1, 4
2022/10/30, 157, 34, 24, 9, , 3
2022/10/31, 63, 28, 19, 8, 1, 1
2022/11/1, 41, 60, 21, 14, 1, 3
2022/11/2, 97, 45, 22, 8, 1, 4
2022/11/3, 80, 30, 23, 6, , 2
2022/11/4, 47, 51, 18, 14, , 3
2022/11/5, 101, 96, 9, 21, 1, 6
2022/11/6, 170, 38, 26, 13, , 4
2022/11/7, 71, 60, 19, 16, , 5
2022/11/8, 115, 87, 13, 22, 1, 7
2022/11/9, 169, 82, 34, 11, , 6
2022/11/10, 176, 82, 8, 11, 1, 13
2022/11/11, 160, 4, 24, 4, , 4
2022/11/12, 18, 14, 19, 4, , 1
2022/11/13, 34, 54, 6, 15, , 5
2022/11/14, 104, 39, 24, 13, , 5
2022/11/15, 73, 39, 13, 15, , 4
2022/11/16, 70, 79, 11, 19, 1, 6
2022/11/17, 142, 92, 9, 20, 1, 10
2022/11/18, 172, 100, 17, 16, 1, 8
2022/11/19, 179, 137, 3, 23, 1, 11
2022/11/20, 219, 50, 19, 11, 1, 3
2022/11/21, 103, 58, 17, 14, , 3
2022/11/22, 118, 77, 14, 17, , 6
2022/11/23, 159, 114, 4, 23, , 8
2022/11/24, 192, 75, 25, 13, 1, 7
2022/11/25, 105, 23, 21, 4, 1, 2
2022/11/26, 26, 38, 16, 12, 2, 6
2022/11/27, 67, 78, 20, 9, 2, 5
2022/11/28, 96, 46, 20, 1, 2, 3
2022/11/29, 42, 29, 21, 3, 1, 3
2022/11/30, 38, 31, 18, 4, , 1
2022/12/1, 32, 60, 4, 14, 1, 5
2022/12/2, 115, 25, 24, 6, , 1
2022/12/3, 37, 29, 16, 8, , 2
2022/12/4, 45, 41, 20, 13, , 3
2022/12/5, 69, 53, 19, 18, 1, 7
2022/12/6, 102, 38, 13, 15, , 4
2022/12/7, 70, 35, 23, 13, , 3
2022/12/8, 64, 62, 13, 19, 2, 5
2022/12/9, 117, 18, 25, 6, 1, 1
2022/12/10, 34, 20, 22, 6, , 1
2022/12/11, 38, 568, 25, 6, 1, 2
2022/12/12, 229, 91, 25, 1, , 1
2022/12/13, 68, 49, 16, 8, , 3
2022/12/14, 57, 37, 20, 7, 1, 2
2022/12/15, 49, 22, 25, 3, , 1
2022/12/16, 27, 31, 23, 1, , 1
2022/12/17, 26, 34, 14, 8, , 2
2022/12/18, 45, 43, 15, 14, , 3
2022/12/19, 65, 56, 26, 19, 1, 4
2022/12/20, 98, 28, 21, 5, , 1
2022/12/21, 36, 14, 23, 2, , 1
2022/12/22, 21, 16, 25, 6, , 1
2022/12/23, 26, 23, 24, 7, , 2
2022/12/24, 48, 32, 17, 11, , 3
2022/12/25, 67, 42, 20, 10, , 2
2022/12/26, 66, 27, 23, 6, , 2
2022/12/27, 46, 34, 16, 9, , 2
2022/12/28, 56, 19, 24, 6, , 2
2022/12/29, 36, 37, 11, 15, , 3
2022/12/30, 64, 52, 14, 14, 1, 3
2022/12/31, 72, 32, 17, 11, 1, 3
2023/1/1, 62, 16, 19, 6, , 1
2022/7/1, 68, 44, 92, 7, 1, 6
2022/7/2, 107, 24, 55, 6, 1, 5
2022/7/3, 66, 25, 52, 6, , 5
2022/7/4, 72, 42, 65, 6, , 6
2022/7/5, 108, 11, 53, 6, , 4
2022/7/6, 31, 25, 88, 8, , 4
2022/7/7, 45, 57, 78, 10, , 4
2022/7/8, 66, 27, 46, 11, , 2
2022/7/9, 41, 16, 48, 6, , 3
2022/7/10, 40, 37, 60, 11, , 5
2022/7/11, 75, 21, 42, 7, , 4
2022/7/12, 58, 22, 69, 10, , 5
2022/7/13, 48, 21, 71, 8, , 2
2022/7/14, 32, 31, 67, 11, , 2
2022/7/15, 44, 53, 126, 12, 1, 5
2022/7/16, 89, 32, 49, 9, , 2
2022/7/17, 78, 24, 58, 8, 1, 2
2022/7/18, 32, 42, 104, 11, , 2
2022/7/19, 49, 45, 81, 7, 1, 4
2022/7/20, 81, 37, 110, 8, 1, 3
2022/7/21, 64, 52, 94, 12, , 4
